fid2,ID_LINE,ID_POINT,DISTANCE,OVERLAND,X,Y,Z
368,1,368,77.018447134,77.982623224,144982.46777,2661050.9974,-43.209999084
369,1,369,77.557037674,78.521213764,144982.66796,2661050.4974,-43.209999084
370,1,370,78.095628213,79.061287687,144982.86816,2661049.9974,-43.169998169
371,1,371,78.634218752,79.602194049,144983.06836,2661049.4974,-43.219997406
372,1,372,79.172809292,80.141155676,144983.26856,2661048.9974,-43.200000763
373,1,373,79.711399831,80.679839011,144983.46876,2661048.4974,-43.209999084
374,1,374,80.249990371,81.218800779,144983.66896,2661047.9974,-43.229999542
375,1,375,80.78858091,81.757484185,144983.86916,2661047.4974,-43.219997406
376,1,376,81.327171449,82.296445953,144984.06936,2661046.9974,-43.239997864
377,1,377,81.865761989,82.835129359,144984.26956,2661046.4974,-43.25
378,1,378,82.404352528,83.374554697,144984.46976,2661045.9974,-43.279998779
379,1,379,82.942943068,83.917675058,144984.66996,2661045.4974,-43.349998474
380,1,380,83.481533607,84.456265598,144984.87016,2661044.9974,-43.349998474
381,1,381,84.020124146,84.994948933,144985.07036,2661044.4974,-43.340000153
382,1,382,84.558714686,85.542744722,144985.27056,2661043.9974,-43.239997864
383,1,383,85.097305225,86.082818363,144985.47076,2661043.4974,-43.200000763
384,1,384,85.635895765,86.621501698,144985.67095,2661042.9974,-43.209999084
385,1,385,86.174486304,87.160092237,144985.87115,2661042.4974,-43.209999084
386,1,386,86.713076843,87.698775572,144986.07135,2661041.9974,-43.200000763
387,1,387,87.251667383,88.237366112,144986.27155,2661041.4974,-43.200000763
388,1,388,87.790257922,88.77632788,144986.47175,2661040.9974,-43.180000305
389,1,389,88.328848462,89.315011286,144986.67195,2661040.4974,-43.169998169
390,1,390,88.867439001,89.853694621,144986.87215,2661039.9974,-43.159999847
391,1,391,89.40602954,90.39228516,144987.07235,2661039.4974,-43.159999847
392,1,392,89.94462008,90.931246928,144987.27255,2661038.9974,-43.180000305
393,1,393,90.483210619,91.470208697,144987.47275,2661038.4974,-43.200000763
394,1,394,91.021801159,92.013329057,144987.67295,2661037.9974,-43.270000458
395,1,395,91.560391698,92.552290825,144987.87315,2661037.4974,-43.290000916
396,1,396,92.098982237,93.090974231,144988.07335,2661036.9974,-43.279998779
397,1,397,92.637572777,93.629657567,144988.27355,2661036.4974,-43.270000458
398,1,398,93.176163316,94.168340973,144988.47375,2661035.9974,-43.259998322
399,1,399,93.714753856,94.707766523,144988.67394,2661035.4974,-43.290000916
400,1,400,94.253344395,95.24672815,144988.87414,2661034.9974,-43.309997559
401,1,401,94.791934934,95.786802073,144989.07434,2661034.4974,-43.349998474
402,1,402,95.330525474,96.325763841,144989.27454,2661033.9974,-43.369998932
403,1,403,95.869116013,96.86435438,144989.47474,2661033.4974,-43.369998932
404,1,404,96.407706553,97.404428303,144989.67494,2661032.9974,-43.409999847
405,1,405,96.946297092,97.943018843,144989.87514,2661032.4974,-43.409999847
406,1,406,97.484887631,98.481702178,144990.07534,2661031.9974,-43.419998169
407,1,407,98.023478171,99.020385513,144990.27554,2661031.4974,-43.409999847
408,1,408,98.56206871,99.559347281,144990.47574,2661030.9974,-43.38999939
409,1,409,99.10065925,100.1054057,144990.67594,2661030.4974,-43.479999542
410,1,410,99.639249789,100.64408911,144990.87614,2661029.9974,-43.469997406
411,1,411,100.17784033,101.18267965,144991.07634,2661029.4974,-43.469997406
412,1,412,100.71643087,101.72358601,144991.27654,2661028.9974,-43.419998169
413,1,413,101.25502141,102.26365993,144991.47674,2661028.4974,-43.379997253
414,1,414,101.79361195,102.80225047,144991.67693,2661027.9974,-43.379997253
415,1,415,102.33220249,103.3412121,144991.87713,2661027.4974,-43.36000061
416,1,416,102.87079303,103.88017372,144992.07733,2661026.9974,-43.379997253
417,1,417,103.40938356,104.41959927,144992.27753,2661026.4974,-43.409999847
418,1,418,103.9479741,104.95856104,144992.47773,2661025.9974,-43.430000305
419,1,419,104.48656464,105.49863468,144992.67793,2661025.4974,-43.469997406
420,1,420,105.02515518,106.03759645,144992.87813,2661024.9974,-43.489997864
421,1,421,105.56374572,106.57951889,144993.07833,2661024.4974,-43.549999237
422,1,422,106.10233626,107.11820223,144993.27853,2661023.9974,-43.559997559
423,1,423,106.6409268,107.65688563,144993.47873,2661023.4974,-43.569999695
424,1,424,107.17951734,108.20468073,144993.67893,2661022.9974,-43.669998169
425,1,425,107.71810788,108.74558709,144993.87913,2661022.4974,-43.619998932
426,1,426,108.25669842,109.28454886,144994.07933,2661021.9974,-43.63999939
427,1,427,108.79528896,109.83234395,144994.27953,2661021.4974,-43.540000916
428,1,428,109.3338795,110.37325067,144994.47973,2661020.9974,-43.489997864
429,1,429,109.87247004,110.91221243,144994.67992,2661020.4974,-43.509998322
430,1,430,110.41106058,111.45163777,144994.88012,2661019.9974,-43.479999542
431,1,431,110.94965112,111.9917117,144995.08032,2661019.4974,-43.520000458
432,1,432,111.48824166,112.53363414,144995.28052,2661018.9974,-43.459999084
433,1,433,112.0268322,113.07969256,144995.48072,2661018.4974,-43.369998932
434,1,434,112.56542273,113.61976648,144995.68092,2661017.9974,-43.409999847
435,1,435,113.10401327,114.16067284,144995.88112,2661017.4974,-43.36000061
436,1,436,113.64260381,114.69963461,144996.08132,2661016.9974,-43.340000153
437,1,437,114.18119435,115.23822515,144996.28152,2661016.4974,-43.340000153
438,1,438,114.71978489,115.77690848,144996.48172,2661015.9974,-43.349998474
439,1,439,115.25837543,116.31587025,144996.68192,2661015.4974,-43.369998932
440,1,440,115.79696597,116.85529559,144996.88212,2661014.9974,-43.399997711
441,1,441,116.33555651,117.40135401,144997.08232,2661014.4974,-43.489997864
442,1,442,116.87414705,117.94031578,144997.28252,2661013.9974,-43.469997406
443,1,443,117.41273759,118.47974112,144997.48271,2661013.4974,-43.439998627
444,1,444,117.95132813,119.01870288,144997.68291,2661012.9974,-43.459999084
445,1,445,118.48991867,119.55877681,144997.88311,2661012.4974,-43.419998169
446,1,446,119.02850921,120.09773858,144998.08331,2661011.9974,-43.439998627
447,1,447,119.56709975,120.63716391,144998.28351,2661011.4974,-43.409999847
448,1,448,120,121.07006417,144998.44443,2661011.0955,-43.409999847
449,2,449,0,0,144868.29561,2661088.2458,-44.86000061
450,2,450,0.5385905394,0.5389616265,144868.49581,2661087.7458,-44.879997253
451,2,451,1.0771810788,1.0907590788,144868.69601,2661087.2458,-45
452,2,452,1.6157716182,1.6297208469,144868.89621,2661086.7458,-45.020000458
453,2,453,2.1543621576,2.2042468031,144869.09641,2661086.2458,-44.819999695
454,2,454,2.6929526971,2.747367164,144869.29661,2661085.7458,-44.75
455,2,455,3.2315432365,3.301424965,144869.49681,2661085.2458,-44.619998932
456,2,456,3.7701337759,3.8401083001,144869.69701,2661084.7458,-44.61000061
457,2,457,4.3087243153,4.3795338509,144869.89721,2661084.2458,-44.579998016
458,2,458,4.8473148547,4.9214562936,144870.09741,2661083.7458,-44.63999939
459,2,459,5.3859053941,5.4604180617,144870.29761,2661083.2458,-44.659999847
460,2,460,5.9244959335,6.001324424,144870.49781,2661082.7458,-44.61000061
461,2,461,6.4630864729,6.5400077592,144870.69801,2661082.2458,-44.619998932
462,2,462,7.0016770123,7.0794330978,144870.8982,2661081.7458,-44.649997711
463,2,463,7.5402675517,7.6213551182,144871.0984,2661081.2458,-44.590000153
464,2,464,8.0788580912,8.1599456576,144871.2986,2661080.7458,-44.590000153
465,2,465,8.6174486306,8.7000195806,144871.4988,2661080.2458,-44.549999237
466,2,466,9.15603917,9.2387029158,144871.699,2661079.7458,-44.559997559
467,2,467,9.6946297094,9.7796096308,144871.8992,2661079.2458,-44.61000061
468,2,468,10.233220249,10.318293037,144872.0994,2661078.7458,-44.599998474
469,2,469,10.771810788,10.857718375,144872.2996,2661078.2458,-44.629997253
470,2,470,11.310401328,11.39862509,144872.4998,2661077.7458,-44.680000305
471,2,471,11.848991867,11.937586858,144872.7,2661077.2458,-44.659999847
472,2,472,12.387582406,12.477660782,144872.9002,2661076.7458,-44.700000763
473,2,473,12.926172946,13.016251321,144873.1004,2661076.2458,-44.700000763
474,2,474,13.464763485,13.555676659,144873.3006,2661075.7458,-44.729999542
475,2,475,14.003354025,14.094638428,144873.5008,2661075.2458,-44.75
476,2,476,14.541944564,14.636560448,144873.701,2661074.7458,-44.809997559
477,2,477,15.080535103,15.175985999,144873.90119,2661074.2458,-44.840000153
478,2,478,15.619125643,15.714669405,144874.10139,2661073.7458,-44.829998016
479,2,479,16.157716182,16.256591847,144874.30159,2661073.2458,-44.88999939
480,2,480,16.696306722,16.796017186,144874.50179,2661072.7458,-44.86000061
481,2,481,17.234897261,17.339137547,144874.70199,2661072.2458,-44.930000305
482,2,482,17.773487801,17.878099315,144874.90219,2661071.7458,-44.950000763
483,2,483,18.31207834,18.418173238,144875.10239,2661071.2458,-44.909999847
484,2,484,18.850668879,18.9590796,144875.30259,2661070.7458,-44.959999084
485,2,485,19.389259419,19.505138019,144875.50279,2661070.2458,-44.869998932
486,2,486,19.927849958,20.044099787,144875.70299,2661069.7458,-44.849998474
487,2,487,20.466440498,20.593808713,144875.90319,2661069.2458,-44.739997864
488,2,488,21.005031037,21.135730734,144876.10339,2661068.7458,-44.680000305
489,2,489,21.543621576,21.689788535,144876.30359,2661068.2458,-44.549999237
490,2,490,22.082212116,22.231710977,144876.50379,2661067.7458,-44.489997864
491,2,491,22.620802655,22.770672745,144876.70399,2661067.2458,-44.509998322
492,2,492,23.159393195,23.309263285,144876.90418,2661066.7458,-44.509998322
493,2,493,23.697983734,23.847853824,144877.10438,2661066.2458,-44.509998322
494,2,494,24.236574273,24.386815592,144877.30458,2661065.7458,-44.529998779
495,2,495,24.775164813,24.92577736,144877.50478,2661065.2458,-44.509998322
496,2,496,25.313755352,25.465851284,144877.70498,2661064.7458,-44.549999237
497,2,497,25.852345892,26.006757646,144877.90518,2661064.2458,-44.599998474
498,2,498,26.390936431,26.545719414,144878.10538,2661063.7458,-44.579998016
499,2,499,26.929526971,27.086625776,144878.30558,2661063.2458,-44.629997253
500,2,500,27.46811751,27.626699417,144878.50578,2661062.7458,-44.590000153
501,2,501,28.006708049,28.166773057,144878.70598,2661062.2458,-44.629997253
502,2,502,28.545298589,28.70989391,144878.90618,2661061.7458,-44.700000763
503,2,503,29.083889128,29.250800625,144879.10638,2661061.2458,-44.649997711
504,2,504,29.622479668,29.790874548,144879.30658,2661060.7458,-44.689998627
505,2,505,30.161070207,30.330948471,144879.50678,2661060.2458,-44.649997711
506,2,506,30.699660746,30.874068832,144879.70697,2661059.7458,-44.719997406
507,2,507,31.238251286,31.415991275,144879.90717,2661059.2458,-44.779998779
508,2,508,31.776841825,31.956065198,144880.10737,2661058.7458,-44.819999695
509,2,509,32.315432365,32.500564465,144880.30757,2661058.2458,-44.899997711
510,2,510,32.854022904,33.042486485,144880.50777,2661057.7458,-44.840000153
511,2,511,33.392613443,33.583392848,144880.70797,2661057.2458,-44.88999939
512,2,512,33.931203983,34.122076254,144880.90817,2661056.7458,-44.879997253
513,2,513,34.469794522,34.673872876,144881.10837,2661056.2458,-44.759998322
514,2,514,35.008385062,35.212834644,144881.30857,2661055.7458,-44.779998779
515,2,515,35.546975601,35.753741007,144881.50877,2661055.2458,-44.729999542
516,2,516,36.085566141,36.292702775,144881.70897,2661054.7458,-44.75
517,2,517,36.62415668,36.832128113,144881.90917,2661054.2458,-44.779998779
518,2,518,37.162747219,37.370811449,144882.10937,2661053.7458,-44.770000458
519,2,519,37.701337759,37.909773075,144882.30957,2661053.2458,-44.789997101
520,2,520,38.239928298,38.450679437,144882.50977,2661052.7458,-44.739997864
521,2,521,38.778518838,38.989641205,144882.70996,2661052.2458,-44.719997406
522,2,522,39.317109377,39.530547568,144882.91016,2661051.7458,-44.669998169
523,2,523,39.855699916,40.069138107,144883.11036,2661051.2458,-44.669998169
524,2,524,40.394290456,40.615196526,144883.31056,2661050.7458,-44.579998016
525,2,525,40.932880995,41.154158294,144883.51076,2661050.2458,-44.599998474
526,2,526,41.471471535,41.722031413,144883.71096,2661049.7458,-44.419998169
527,2,527,42.010062074,42.261456751,144883.91116,2661049.2458,-44.38999939
528,2,528,42.548652613,42.801530674,144884.11136,2661048.7458,-44.430000305
529,2,529,43.087243153,43.340121214,144884.31156,2661048.2458,-44.430000305
530,2,530,43.625833692,43.882043234,144884.51176,2661047.7458,-44.489997864
531,2,531,44.164424232,44.420726569,144884.71196,2661047.2458,-44.479999542
532,2,532,44.703014771,44.960800492,144884.91216,2661046.7458,-44.439998627
533,2,533,45.24160531,45.499483828,144885.11236,2661046.2458,-44.430000305
534,2,534,45.78019585,46.038445596,144885.31256,2661045.7458,-44.450000763
535,2,535,46.318786389,46.577407222,144885.51276,2661045.2458,-44.469997406
536,2,536,46.857376929,47.117481145,144885.71295,2661044.7458,-44.509998322
537,2,537,47.395967468,47.657555068,144885.91315,2661044.2458,-44.549999237
538,2,538,47.934558008,48.196238404,144886.11335,2661043.7458,-44.559997559
539,2,539,48.473148547,48.736312327,144886.31355,2661043.2458,-44.599998474
540,2,540,49.011739086,49.279432688,144886.51375,2661042.7458,-44.669998169
541,2,541,49.550329626,49.822553048,144886.71395,2661042.2458,-44.739997864
542,2,542,50.088920165,50.365673409,144886.91415,2661041.7458,-44.809997559
543,2,543,50.627510705,50.911731828,144887.11435,2661041.2458,-44.899997711
544,2,544,51.166101244,51.457790247,144887.31455,2661040.7458,-44.989997864
545,2,545,51.704691783,52.016878994,144887.51475,2661040.2458,-45.13999939
546,2,546,52.243282323,52.561378261,144887.71495,2661039.7458,-45.219997406
547,2,547,52.781872862,53.103300703,144887.91515,2661039.2458,-45.279998779
548,2,548,53.320463402,53.651095796,144888.11535,2661038.7458,-45.379997253
549,2,549,53.859053941,54.190057423,144888.31555,2661038.2458,-45.36000061
550,2,550,54.39764448,54.729019049,144888.51575,2661037.7458,-45.379997253
551,2,551,54.93623502,55.275077468,144888.71594,2661037.2458,-45.289997101
552,2,552,55.474825559,55.814039095,144888.91614,2661036.7458,-45.270000458
553,2,553,56.013416099,56.357159456,144889.11634,2661036.2458,-45.200000763
554,2,554,56.552006638,56.895842791,144889.31654,2661035.7458,-45.209999084
555,2,555,57.090597178,57.435268129,144889.51674,2661035.2458,-45.180000305
556,2,556,57.629187717,57.973951464,144889.71694,2661034.7458,-45.189998627
557,2,557,58.167778256,58.512913232,144889.91714,2661034.2458,-45.209999084
558,2,558,58.706368796,59.052338571,144890.11734,2661033.7458,-45.180000305
559,2,559,59.244959335,59.591021906,144890.31754,2661033.2458,-45.189998627
560,2,560,59.783549875,60.129705241,144890.51774,2661032.7458,-45.180000305
561,2,561,60.322140414,60.668667009,144890.71794,2661032.2458,-45.200000763
562,2,562,60.860730953,61.208092348,144890.91814,2661031.7458,-45.229999542
563,2,563,61.399321493,61.747054116,144891.11834,2661031.2458,-45.25
564,2,564,61.937912032,62.285737451,144891.31854,2661030.7458,-45.259998322
565,2,565,62.476502572,62.826643814,144891.51873,2661030.2458,-45.309997559
566,2,566,63.015093111,63.366717737,144891.71893,2661029.7458,-45.349998474
567,2,567,63.55368365,63.905308276,144891.91913,2661029.2458,-45.349998474
568,2,568,64.09227419,64.446214639,144892.11933,2661028.7458,-45.399997711
569,2,569,64.630864729,64.984897974,144892.31953,2661028.2458,-45.38999939
570,2,570,65.169455269,65.525804336,144892.51973,2661027.7458,-45.439998627
571,2,571,65.708045808,66.064487742,144892.71993,2661027.2458,-45.450000763
572,2,572,66.246636347,66.604561665,144892.92013,2661026.7458,-45.409999847
573,2,573,66.785226887,67.143152204,144893.12033,2661026.2458,-45.409999847
574,2,574,67.323817426,67.684058567,144893.32053,2661025.7458,-45.36000061
575,2,575,67.862407966,68.222741973,144893.52073,2661025.2458,-45.349998474
576,2,576,68.400998505,68.849223875,144893.72093,2661024.7458,-45.029998779
577,2,577,68.939589045,69.427306382,144893.92113,2661024.2458,-44.819999695
578,2,578,69.478179584,69.968212744,144894.12133,2661023.7458,-44.770000458
579,2,579,70.016770123,70.509119459,144894.32153,2661023.2458,-44.719997406
580,2,580,70.555360663,71.050025822,144894.52172,2661022.7458,-44.669998169
581,2,581,71.093951202,71.588709157,144894.72192,2661022.2458,-44.659999847
582,2,582,71.632541742,72.131829518,144894.92212,2661021.7458,-44.729999542
583,2,583,72.171132281,72.67273588,144895.12232,2661021.2458,-44.680000305
584,2,584,72.70972282,73.215856241,144895.32252,2661020.7458,-44.75
585,2,585,73.24831336,73.754818009,144895.52272,2661020.2458,-44.729999542
586,2,586,73.786903899,74.295724371,144895.72292,2661019.7458,-44.779998779
587,2,587,74.325494439,74.834686139,144895.92312,2661019.2458,-44.799999237
588,2,588,74.864084978,75.374111478,144896.12332,2661018.7458,-44.770000458
589,2,589,75.402675517,75.913073105,144896.32352,2661018.2458,-44.789997101
590,2,590,75.941266057,76.452034731,144896.52372,2661017.7458,-44.770000458
591,2,591,76.479856596,76.99146007,144896.72392,2661017.2458,-44.799999237
592,2,592,77.018447136,77.530143476,144896.92412,2661016.7458,-44.789997101
593,2,593,77.557037675,78.068734015,144897.12432,2661016.2458,-44.789997101
594,2,594,78.095628215,78.609640377,144897.32452,2661015.7458,-44.739997864
595,2,595,78.634218754,79.154140205,144897.52471,2661015.2458,-44.819999695
596,2,596,79.172809293,79.692823611,144897.72491,2661014.7458,-44.809997559
597,2,597,79.711399833,80.235943972,144897.92511,2661014.2458,-44.739997864
598,2,598,80.249990372,80.78200239,144898.12531,2661013.7458,-44.829998016
599,2,599,80.788580912,81.333799013,144898.32551,2661013.2458,-44.709999084
600,2,600,81.327171451,81.89288776,144898.52571,2661012.7458,-44.86000061
601,2,601,81.86576199,82.433794475,144898.72591,2661012.2458,-44.809997559
